# ANNCSU - Agenzia delle Entrate e ISTAT, licenza CC-BY 4.0; file indirizzarioLombardia20260915.zip, filtrato il 2026-09-25
COMUNE,ODONIMO,CIVICO,ESPONENTE,LAT,LON,METODO
BRONI,VIA CASSINO PO,4,,45.0440769,9.2222551,4
BRONI,VIA CASSINO PO,5,,45.0428401,9.2237901,4
BRONI,VIA CASSINO PO,6,,45.0437643,9.2226181,4
BRONI,VIA CASSINO PO,7,,45.0428331,9.2237981,4
BRONI,VIA CASSINO PO,8,,45.0434517,9.2229811,4
BRONI,VIA CASSINO PO,9,,45.0428262,9.2238062,4
BRONI,VIA CASSINO PO,10,,45.0431392,9.2233441,4
BRONI,VIA CASSINO PO,11,,45.0428615,9.2237633,4
BRONI,VIA CASSINO PO,12,,45.0428284,9.2237063,4
BRONI,VIA CASSINO PO,13,,45.042859,9.2237665,4
BRONI,VIA CASSINO PO,14,,45.0428252,9.2237052,4
BRONI,VIA CASSINO PO,15,,45.0428622,9.2237678,4
BRONI,VIA CASSINO PO,16,,45.0428261,9.2237097,4
BRONI,VIA CASSINO PO,17,,45.042645,9.2240158,4
BRONI,VIA CASSINO PO,18,,45.0418314,9.224858,4
BRONI,VIA CASSINO PO,19,,45.0426484,9.2240117,4
BRONI,VIA CASSINO PO,20,,45.0423037,9.2243119,4
BRONI,VIA CASSINO PO,21,,45.0423757,9.2243271,4
BRONI,VIA CASSINO PO,22,,45.0415079,9.2252321,4
BRONI,VIA CASSINO PO,23,,45.0420463,9.2247081,4
BRONI,VIA CASSINO PO,24,,45.0414796,9.2252649,4
BRONI,VIA CASSINO PO,25,,45.0437144,9.2227747,4
BRONI,VIA CASSINO PO,26,,45.0436801,9.2227159,4
BRONI,VIA CASSINO PO,27,,45.0419069,9.2248692,4
BRONI,VIA CASSINO PO,29,,45.041685,9.2251258,4
BRONI,VIA CASSINO PO,31,,45.0415327,9.2253019,4
BRONI,VIA CASSINO PO,33,,45.0416007,9.2252216,4
BRONI,VIA CASSINO PO,35,,45.041604,9.2252211,4
BRONI,VIA CATERINA MEDICI,1,,45.0618245,9.2607448,4
BRONI,VIA CATERINA MEDICI,2,,45.0617395,9.2607493,4
BRONI,VIA CATERINA MEDICI,3,,45.0617502,9.2608379,4
BRONI,VIA CATERINA MEDICI,4,,45.0617178,9.2607765,4
BRONI,VIA CATERINA MEDICI,5,,45.0616885,9.2609153,4
BRONI,VIA CATERINA MEDICI,6,,45.0616491,9.2608627,4
BRONI,VIA CATERINA MEDICI,7,,45.0616359,9.2609812,4
BRONI,VIA CATERINA MEDICI,8,,45.0616834,9.2608196,4
BRONI,VIA CATERINA MEDICI,10,,45.0614823,9.2610719,4
BRONI,VIA CATERINA MEDICI,11,,45.0615924,9.2610357,4
BRONI,VIA CATERINA MEDICI,12,,45.061515,9.2610294,4
BRONI,VIA CATERINA MEDICI,13,,45.0615525,9.2610857,4
BRONI,VIA CATERINA MEDICI,14,,45.0615182,9.2610281,4
BRONI,VIA CIRCONVALLAZIONE,1,,45.0691467,9.2667765,4
BRONI,VIA CIRCONVALLAZIONE,2,,45.0603479,9.2536494,4
BRONI,VIA CIRCONVALLAZIONE,3,,45.0603905,9.2536018,4
BRONI,VIA CIRCONVALLAZIONE,4,,45.0605048,9.2540022,4
BRONI,VIA CIRCONVALLAZIONE,5,,45.0601588,9.2533216,4
BRONI,VIA CIRCONVALLAZIONE,6,,45.0604156,9.2538015,4
BRONI,VIA CIRCONVALLAZIONE,7,,45.0602539,9.2534477,4
BRONI,VIA CIRCONVALLAZIONE,8,,45.0604257,9.2538225,4
BRONI,VIA CIRCONVALLAZIONE,9,,45.0603445,9.2534982,4
BRONI,VIA CIRCONVALLAZIONE,10,,45.0605108,9.2540157,4
BRONI,VIA CIRCONVALLAZIONE,11,,45.0603229,9.2534497,4
BRONI,VIA CIRCONVALLAZIONE,12,,45.0607334,9.2545102,4
BRONI,VIA CIRCONVALLAZIONE,13,,45.0603152,9.2534323,4
BRONI,VIA CIRCONVALLAZIONE,14,,45.0609906,9.2550339,4
BRONI,VIA CIRCONVALLAZIONE,15,,45.0604645,9.2537682,4
BRONI,VIA CIRCONVALLAZIONE,16,,45.0611097,9.2552008,4
BRONI,VIA CIRCONVALLAZIONE,17,,45.0604746,9.2537892,4
BRONI,VIA CIRCONVALLAZIONE,18,,45.0616116,9.2555912,4
BRONI,VIA CIRCONVALLAZIONE,19,,45.0604848,9.2538102,4
BRONI,VIA CIRCONVALLAZIONE,20,,45.0652288,9.2589312,4
BRONI,VIA CIRCONVALLAZIONE,21,,45.0659024,9.2601522,4
BRONI,VIA CIRCONVALLAZIONE,22,,45.0619621,9.2557325,4
BRONI,VIA CIRCONVALLAZIONE,23,,45.0637727,9.256228,4
BRONI,VIA CIRCONVALLAZIONE,24,,45.0621239,9.2557806,4
BRONI,VIA CIRCONVALLAZIONE,26,,45.0621732,9.2557952,4
BRONI,VIA CIRCONVALLAZIONE,28,,45.0624119,9.2558681,4
BRONI,VIA CIRCONVALLAZIONE,28,BIS,45.0624141,9.2558647,4
BRONI,VIA CIRCONVALLAZIONE,30,,45.0653976,9.2592822,4
BRONI,VIA CIRCONVALLAZIONE,31,,45.0646467,9.2576435,4
BRONI,VIA CIRCONVALLAZIONE,32,,45.0646458,9.257774,4
BRONI,VIA CIRCONVALLAZIONE,33,,45.0647832,9.2579168,4
BRONI,VIA CIRCONVALLAZIONE,34,,45.0645758,9.2576339,4
BRONI,VIA CIRCONVALLAZIONE,35,,45.0648465,9.2580435,4
BRONI,VIA CIRCONVALLAZIONE,36,,45.0645184,9.2574962,4
BRONI,VIA CIRCONVALLAZIONE,37,,45.0648967,9.258143,4
BRONI,VIA CIRCONVALLAZIONE,38,,45.0644816,9.2573276,4
BRONI,VIA CIRCONVALLAZIONE,39,,45.0649622,9.2582763,4
BRONI,VIA CIRCONVALLAZIONE,40,,45.0635989,9.2562212,4
BRONI,VIA CIRCONVALLAZIONE,41,,45.0649437,9.258236,4
BRONI,VIA CIRCONVALLAZIONE,42,,45.0637522,9.2563265,4
BRONI,VIA CIRCONVALLAZIONE,43,,45.0649655,9.2582755,4
BRONI,VIA CIRCONVALLAZIONE,44,,45.06493,9.2583401,4
BRONI,VIA CIRCONVALLAZIONE,45,,45.064984,9.2583157,4
BRONI,VIA CIRCONVALLAZIONE,46,,45.0649535,9.2583865,4
BRONI,VIA CIRCONVALLAZIONE,47,,45.0649941,9.2583367,4
BRONI,VIA CIRCONVALLAZIONE,48,,45.0649736,9.2584264,4
BRONI,VIA CIRCONVALLAZIONE,49,,45.0650042,9.2583577,4
BRONI,VIA CIRCONVALLAZIONE,50,,45.0649938,9.2584662,4
BRONI,VIA CIRCONVALLAZIONE,51,,45.0650144,9.2583788,4
BRONI,VIA CIRCONVALLAZIONE,52,,45.0649434,9.2583666,4
BRONI,VIA CIRCONVALLAZIONE,53,,45.0650245,9.2583998,4
BRONI,VIA CIRCONVALLAZIONE,54,,45.0650139,9.2585061,4
BRONI,VIA CIRCONVALLAZIONE,55,,45.0650346,9.2584208,4
BRONI,VIA CIRCONVALLAZIONE,56,,45.0650878,9.2586522,4
BRONI,VIA CIRCONVALLAZIONE,57,,45.0658639,9.2600759,4
BRONI,VIA CIRCONVALLAZIONE,58,,45.0651986,9.2588714,4
BRONI,VIA CIRCONVALLAZIONE,59,,45.0659142,9.2601756,4
BRONI,VIA CIRCONVALLAZIONE,60,,45.0659004,9.2602796,4
BRONI,VIA CIRCONVALLAZIONE,61,,45.0659678,9.260282,4
BRONI,VIA CIRCONVALLAZIONE,62,,45.0659104,9.2602996,4
BRONI,VIA CIRCONVALLAZIONE,63,,45.0665594,9.2614046,4
BRONI,VIA CIRCONVALLAZIONE,63,B,45.0666595,9.2616295,4
BRONI,VIA CIRCONVALLAZIONE,63,BIS,45.0666624,9.2616318,4
BRONI,VIA CIRCONVALLAZIONE,64,,45.0658769,9.2602331,4
BRONI,VIA CIRCONVALLAZIONE,65,,45.0660718,9.260488,4
BRONI,VIA CIRCONVALLAZIONE,66,,45.0659775,9.2604325,4
BRONI,VIA CIRCONVALLAZIONE,67,,45.067016,9.2623433,4
BRONI,VIA CIRCONVALLAZIONE,68,,45.0647724,9.2580274,4
BRONI,VIA CIRCONVALLAZIONE,69,,45.0670833,9.2624764,4
BRONI,VIA CIRCONVALLAZIONE,70,,45.0661353,9.260745,4
BRONI,VIA CIRCONVALLAZIONE,71,,45.0671371,9.2625851,4
BRONI,VIA CIRCONVALLAZIONE,72,,45.0664493,9.2612824,4
BRONI,VIA CIRCONVALLAZIONE,73,,45.0671907,9.2626941,4
BRONI,VIA CIRCONVALLAZIONE,74,,45.0668,9.2619948,4
BRONI,VIA CIRCONVALLAZIONE,75,,45.0672442,9.2628031,4
BRONI,VIA CIRCONVALLAZIONE,76,,45.0672371,9.2629225,4
BRONI,VIA CIRCONVALLAZIONE,77,,45.067298,9.2629125,4
BRONI,VIA CIRCONVALLAZIONE,79,,45.0673309,9.2629796,4
BRONI,VIA CIRCONVALLAZIONE,81,,45.0673652,9.2630482,4
BRONI,VIA CIRCONVALLAZIONE,81,B,45.0673626,9.2630453,4
BRONI,VIA CIRCONVALLAZIONE,82,,45.0668748,9.2621952,4
BRONI,VIA CIRCONVALLAZIONE,83,,45.0678734,9.2640868,4
BRONI,VIA CIRCONVALLAZIONE,84,,45.0673719,9.2631968,4
BRONI,VIA CIRCONVALLAZIONE,85,,45.0677519,9.2638386,4
BRONI,VIA CIRCONVALLAZIONE,86,,45.0673393,9.2631304,4
BRONI,VIA CIRCONVALLAZIONE,87,,45.0676862,9.2637044,4
BRONI,VIA CIRCONVALLAZIONE,88,,45.067484,9.2634257,4
BRONI,VIA CIRCONVALLAZIONE,89,,45.0676204,9.2635702,4
BRONI,VIA CIRCONVALLAZIONE,90,,45.067576,9.2636136,4
BRONI,VIA CIRCONVALLAZIONE,91,,45.0681101,9.26457,4
BRONI,VIA CIRCONVALLAZIONE,92,,45.0677698,9.2640093,4
BRONI,VIA CIRCONVALLAZIONE,93,,45.068105,9.2645596,4
BRONI,VIA CIRCONVALLAZIONE,94,,45.0678783,9.2642308,4
BRONI,VIA CIRCONVALLAZIONE,95,,45.0680896,9.2645282,4
BRONI,VIA CIRCONVALLAZIONE,96,,45.0679868,9.2644523,4
BRONI,VIA CIRCONVALLAZIONE,97,,45.0681152,9.2645805,4
BRONI,VIA CIRCONVALLAZIONE,98,,45.0689084,9.2663201,4
BRONI,VIA CIRCONVALLAZIONE,99,,45.0680794,9.2645073,4
BRONI,VIA CIRCONVALLAZIONE,100,,45.068893,9.2662888,4
BRONI,VIA CIRCONVALLAZIONE,101,,45.0680641,9.264476,4
BRONI,VIA CIRCONVALLAZIONE,102,,45.0688777,9.2662574,4
BRONI,VIA CIRCONVALLAZIONE,104,,45.0688623,9.2662261,4
BRONI,VIA CIRCONVALLAZIONE,106,,45.0688879,9.2662783,4
BRONI,VIA CONTARDO FERRINI,1,,45.0656169,9.2545483,4
BRONI,VIA CONTARDO FERRINI,2,,45.0656053,9.2550803,4
BRONI,VIA CONTARDO FERRINI,3,,45.065606,9.254461,4
BRONI,VIA CONTARDO FERRINI,4,,45.0656043,9.2552086,4
BRONI,VIA CONTARDO FERRINI,5,,45.0656393,9.2547277,4
BRONI,VIA CONTARDO FERRINI,6,,45.0655828,9.2557068,4
BRONI,VIA CONTARDO FERRINI,7,,45.0656536,9.2549267,4
BRONI,VIA CONTARDO FERRINI,9,,45.0656513,9.2548668,4
BRONI,VIA CONTARDO FERRINI,11,,45.0656608,9.2551169,4
BRONI,VIA CONTARDO FERRINI,13,,45.0656513,9.2553726,4
BRONI,VIA CONTARDO FERRINI,15,,45.0656409,9.255583,4
BRONI,VIA CONTARDO FERRINI,17,,45.0656483,9.2554424,4
BRONI,VIA CONTARDO FERRINI,19,,45.0656437,9.2555807,4
BRONI,VIA CONTARDO FERRINI,21,,45.0656307,9.2558509,4
BRONI,VIA CONTARDO FERRINI,23,,45.0656264,9.2559505,4
BRONI,VIA CONTARDO FERRINI,25,,45.0656984,9.2563544,4
BRONI,VIA CONTARDO FERRINI,27,,45.0657634,9.2565511,4
BRONI,VIA CONTARDO FERRINI,29,,45.0658031,9.2566713,4
BRONI,VIA CONTARDO FERRINI,31,,45.0658554,9.2568298,4
BRONI,VIA CONTARDO FERRINI,33,,45.0659377,9.2570806,4
BRONI,VIA CONTARDO FERRINI,33,A,45.0659366,9.257085,4
BRONI,VIA CONTARDO FERRINI,33,B,45.0659393,9.2570878,4
BRONI,VIA CONTARDO FERRINI,33,C,45.065942,9.257085,4
BRONI,VIA CONTARDO FERRINI,33,E,45.065941,9.2570806,4
BRONI,VIA CONTARDO FERRINI,35,,45.0660836,9.2575061,4
BRONI,VIA CONTARDO FERRINI,35,A,45.0660833,9.2575015,4
BRONI,VIA CONTARDO FERRINI,35,B,45.0660817,9.2574974,4
BRONI,VIA CONTARDO FERRINI,35,C,45.0660789,9.2574948,4
BRONI,VIA CONTARDO FERRINI,35,D,45.0660756,9.2574942,4
BRONI,VIA CONTARDO FERRINI,35,E,45.0660725,9.2574956,4
BRONI,VIA CONTARDO FERRINI,35,F,45.0660701,9.2574988,4
BRONI,VIA CONTARDO FERRINI,35,G,45.0660689,9.2575031,4
BRONI,VIA CONTARDO FERRINI,35,H,45.0660692,9.2575078,4
BRONI,VIA CONTARDO FERRINI,35,I,45.0660708,9.2575118,4
BRONI,VIA CONTARDO FERRINI,35,L,45.0660736,9.2575144,4
BRONI,VIA CONTARDO FERRINI,35,M,45.0660768,9.2575151,4
BRONI,VIA CONTARDO FERRINI,35,N,45.06608,9.2575137,4
BRONI,VIA CONTARDO FERRINI,35,O,45.0660824,9.2575105,4
BRONI,VIA CONTARDO FERRINI,37,,45.0661516,9.2577389,4
BRONI,VIA CONTARDO FERRINI,39,,45.0662984,9.2581844,4
BRONI,VIA CONTARDO FERRINI,41,,45.0663624,9.2583783,4
BRONI,VIA CONTARDO FERRINI,43,,45.0664174,9.2585451,4
BRONI,VIA CONTARDO FERRINI,45,,45.066467,9.2586953,4
BRONI,VIA CONTARDO FERRINI,47,,45.0666851,9.2593566,4
BRONI,VIA CONTARDO FERRINI,49,,45.0668291,9.259794,4
BRONI,VIA CONTARDO FERRINI,51,,45.0669553,9.2601895,4
BRONI,VIA CONTARDO FERRINI,51,B,45.0669527,9.2601866,4
BRONI,VIA CONTARDO FERRINI,53,,45.0668138,9.2597474,4
BRONI,VIA CONTARDO FERRINI,55,,45.0668415,9.2598299,4
BRONI,VIA CONTARDO FERRINI,57,,45.0668418,9.2598346,4
BRONI,VIA CONTARDO FERRINI,59,,45.0669682,9.2602803,4
BRONI,VIA CONTARDO FERRINI,61,,45.0670824,9.2607,4
BRONI,VIA CONTARDO FERRINI,63,,45.067131,9.2608211,4
BRONI,VIA CONTARDO FERRINI,65,,45.067168,9.2609135,4
BRONI,VIA CONTARDO FERRINI,67,,45.0671194,9.2607924,4
BRONI,VIA CONTARDO FERRINI,69,,45.0671735,9.2609271,4
BRONI,VIA CONTARDO FERRINI,71,,45.067199,9.2609907,4
BRONI,VIA CONTARDO FERRINI,73,,45.0672611,9.2611289,4
BRONI,VIA CONTARDO FERRINI,75,,45.0673291,9.2612712,4
BRONI,VIA CONTARDO FERRINI,77,,45.0673582,9.2613321,4
BRONI,VIA CONTARDO FERRINI,79,,45.067423,9.2614676,4
BRONI,VIA CONTARDO FERRINI,81,,45.067465,9.2615556,4
BRONI,VIA CONTARDO FERRINI,83,,45.067478,9.2615827,4
BRONI,VIA CONTARDO FERRINI,85,,45.0672191,9.2610407,4
BRONI,VIA CONTARDO FERRINI,87,,45.0676517,9.2619262,4
BRONI,VIA CONTARDO FERRINI,89,,45.0677023,9.2620267,4
BRONI,VIA CONTARDO FERRINI,91,,45.0677538,9.2621252,4
BRONI,VIA CONTARDO FERRINI,93,,45.0674753,9.261577,4
BRONI,VIA CONTARDO FERRINI,95,,45.067496,9.2616203,4
BRONI,VIA CONTARDO FERRINI,97,,45.067503,9.261635,4
BRONI,VIA CONTARDO FERRINI,99,,45.067511,9.2616532,4
BRONI,VIA CONTARDO FERRINI,101,,45.0675178,9.2616635,4
BRONI,VIA CONTARDO FERRINI,103,,45.0675102,9.2616486,4
BRONI,VIA CONTARDO FERRINI,105,,45.0675176,9.2616681,4
BRONI,VIA CONTARDO FERRINI,107,,45.0676303,9.2618888,4
BRONI,VIA CONTARDO FERRINI,109,,45.06765,9.2619302,4
BRONI,VIA CONTARDO FERRINI,111,,45.0677126,9.2620464,4
BRONI,VIA CONTARDO FERRINI,113,,45.067692,9.262007,4
BRONI,VIA CONTARDO FERRINI,115,,45.0678156,9.2622436,4
BRONI,VIA CONTARDO FERRINI,117,,45.0681284,9.2628101,4
BRONI,VIA CONTARDO FERRINI,119,,45.06821,9.2629504,4
BRONI,VIA CONTARDO FERRINI,119,A,45.0685833,9.2635719,4
BRONI,VIA CONTARDO FERRINI,119,B,45.0685862,9.2635741,4
BRONI,VIA CONTARDO FERRINI,121,,45.0686588,9.263674,4
BRONI,VIA CONTARDO FERRINI,123,,45.0687221,9.2637624,4
BRONI,VIA CONTARDO FERRINI,125,,45.0687811,9.2638438,4
BRONI,VIA CONTARDO FERRINI,127,,45.0686602,9.2636782,4
BRONI,VIA CONTARDO FERRINI,129,,45.0688645,9.2639589,4
BRONI,VIA CONTARDO FERRINI,131,,45.0688006,9.2638714,4
BRONI,VIA CONTARDO FERRINI,133,,45.0688034,9.2638738,4
BRONI,VIA CONTARDO FERRINI,135,,45.0691948,9.2644079,4
BRONI,VIA CONTARDO FERRINI,137,,45.0693181,9.264573,4
BRONI,VIA CONTARDO FERRINI,139,,45.0694713,9.2647782,4
BRONI,VIA CONTARDO FERRINI,141,,45.0695823,9.2649267,4
BRONI,VIA CONTARDO FERRINI,143,,45.0699328,9.2654007,4
BRONI,VIA CONTARDO FERRINI,145,,45.0698429,9.2652768,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,1,,45.0596775,9.2533262,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,2,,45.0597525,9.2532211,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,3,,45.0595601,9.2536471,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,4,,45.0593913,9.2537977,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,5,,45.0592586,9.2540474,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,6,,45.0592812,9.2539688,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,7,,45.0594852,9.2537651,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,8,,45.0589876,9.2534593,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,9,,45.0589055,9.2535512,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,10,,45.0593824,9.2531837,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,11,,45.0593264,9.2540264,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,11,A,45.059328,9.2540223,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,11,B,45.0593279,9.2540176,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,11,C,45.0593264,9.2540135,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,11,D,45.0593236,9.2540109,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,11,E,45.0593204,9.2540104,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,11,F,45.0593173,9.254012,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,11,G,45.0593151,9.2540155,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,11,H,45.0593143,9.2540201,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,11,I,45.0593151,9.2540246,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,11,L,45.0593173,9.2540281,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,11,M,45.0593204,9.2540297,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,11,N,45.0593237,9.2540291,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,12,,45.0594617,9.2532454,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,13,,45.0589394,9.2534142,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,13,A,45.0589406,9.2534185,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,13,B,45.0589437,9.2534168,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,13,C,45.0589425,9.2534125,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,14,,45.0595867,9.2533426,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,15,,45.0589934,9.2532201,4
BRONI,VIA CONTE FRANCO CELLA DI RIVARA,17,,45.0589942,9.2532169,4
BRONI,VIA DANTE ALIGHIERI,1,,45.0629612,9.2626739,4
BRONI,VIA DANTE ALIGHIERI,2,,45.0629407,9.2625874,4
BRONI,VIA DANTE ALIGHIERI,3,,45.0629617,9.262673,4
BRONI,VIA DANTE ALIGHIERI,4,,45.0629085,9.262645,4
BRONI,VIA DANTE ALIGHIERI,5,,45.0629295,9.2627306,4
BRONI,VIA DANTE ALIGHIERI,6,,45.0628691,9.2627156,4
BRONI,VIA DANTE ALIGHIERI,7,,45.0629008,9.262782,4
BRONI,VIA DANTE ALIGHIERI,8,,45.0628369,9.2627732,4
BRONI,VIA DANTE ALIGHIERI,9,,45.0628691,9.2628387,4
BRONI,VIA DANTE ALIGHIERI,10,,45.0627974,9.2628438,4
BRONI,VIA DANTE ALIGHIERI,11,,45.0628184,9.2629294,4
BRONI,VIA DANTE ALIGHIERI,12,,45.0628046,9.262831,4
BRONI,VIA DANTE ALIGHIERI,13,,45.0628015,9.2629383,4
BRONI,VIA DANTE ALIGHIERI,14,,45.0627258,9.262972,4
BRONI,VIA DANTE ALIGHIERI,15,,45.0627847,9.2629472,4
BRONI,VIA DANTE ALIGHIERI,16,,45.0626936,9.2630295,4
BRONI,VIA DANTE ALIGHIERI,17,,45.0627678,9.2629561,4
BRONI,VIA DANTE ALIGHIERI,18,,45.0626542,9.2631001,4
BRONI,VIA DANTE ALIGHIERI,19,,45.062751,9.262965,4
BRONI,VIA DANTE ALIGHIERI,20,,45.0626359,9.2631346,4
BRONI,VIA DANTE ALIGHIERI,21,,45.0627172,9.2629828,4
BRONI,VIA DANTE ALIGHIERI,22,,45.0627653,9.2629014,4
BRONI,VIA DANTE ALIGHIERI,23,,45.0627862,9.2629869,4
BRONI,VIA DANTE ALIGHIERI,25,,45.062672,9.2631988,4
BRONI,VIA DANTE ALIGHIERI,27,,45.0626688,9.2631977,4
BRONI,VIA DANTE ALIGHIERI,28,,45.0626251,9.2631575,4
BRONI,VIA DANTE ALIGHIERI,29,,45.0626697,9.2632022,4
BRONI,VIA DANTE ALIGHIERI,30,,45.0622845,9.2637663,4
BRONI,VIA DANTE ALIGHIERI,31,,45.0623038,9.2638376,4
BRONI,VIA DANTE ALIGHIERI,32,,45.0622861,9.2637704,4
BRONI,VIA DANTE ALIGHIERI,33,,45.0623063,9.2638406,4
BRONI,VIA DANTE ALIGHIERI,34,,45.0622878,9.2637664,4
BRONI,VIA DANTE ALIGHIERI,35,,45.0616436,9.263548,4
BRONI,VIA DANTE ALIGHIERI,36,,45.0616922,9.2635147,4
BRONI,VIA DANTE ALIGHIERI,37,,45.061638,9.2635363,4
BRONI,VIA DANTE ALIGHIERI,37,A,45.0616398,9.2635324,4
BRONI,VIA DANTE ALIGHIERI,38,,45.0616875,9.2635011,4
BRONI,VIA DANTE ALIGHIERI,39,,45.0611228,9.2631887,4
BRONI,VIA DANTE ALIGHIERI,40,,45.0612374,9.2630952,4
BRONI,VIA DANTE ALIGHIERI,41,,45.061243,9.263171,4
BRONI,VIA DANTE ALIGHIERI,42,,45.0595969,9.2624213,4
BRONI,VIA DANTE ALIGHIERI,43,,45.0603366,9.2627974,4
BRONI,VIA DANTE ALIGHIERI,43,A,45.0603354,9.2628018,4
BRONI,VIA DANTE ALIGHIERI,43,B,45.060338,9.2628047,4
BRONI,VIA DANTE ALIGHIERI,43,C,45.0603408,9.2628021,4
BRONI,VIA DANTE ALIGHIERI,43,D,45.0603399,9.2627976,4
BRONI,VIA DANTE ALIGHIERI,44,,45.0603707,9.2627399,4
BRONI,VIA DANTE ALIGHIERI,45,,45.0593763,9.2630028,4
BRONI,VIA DANTE ALIGHIERI,46,,45.0593294,9.2629649,4
BRONI,VIA DANTE ALIGHIERI,47,,45.0593576,9.2630489,4
BRONI,VIA DANTE ALIGHIERI,48,,45.0593107,9.2630111,4
BRONI,VIA DANTE ALIGHIERI,49,,45.0593463,9.2630769,4
BRONI,VIA DANTE ALIGHIERI,50,,45.0592923,9.2630565,4
BRONI,VIA DANTE ALIGHIERI,51,,45.0593403,9.2630966,4
BRONI,VIA DANTE ALIGHIERI,51,A,45.0593401,9.2630919,4
BRONI,VIA DANTE ALIGHIERI,52,,45.0584808,9.2633379,4
BRONI,VIA DANTE ALIGHIERI,53,,45.0593373,9.2630944,4
BRONI,VIA DANTE ALIGHIERI,54,,45.0589897,9.2632968,4
BRONI,VIA DANTE ALIGHIERI,55,,45.0593027,9.2631719,4
BRONI,VIA DANTE ALIGHIERI,56,,45.059266,9.2631159,4
BRONI,VIA DANTE ALIGHIERI,57,,45.0593643,9.2630323,4
BRONI,VIA DANTE ALIGHIERI,58,,45.0595356,9.2625041,4
BRONI,VIA DANTE ALIGHIERI,59,,45.059573,9.2625592,4
BRONI,VIA DANTE ALIGHIERI,60,,45.0593193,9.2629898,4
BRONI,VIA DANTE ALIGHIERI,61,,45.0593662,9.2630277,4
BRONI,VIA DANTE ALIGHIERI,62,,45.0593045,9.2630264,4
BRONI,VIA DANTE ALIGHIERI,63,,45.0593514,9.2630642,4
BRONI,VIA DANTE ALIGHIERI,64,,45.0589926,9.2632991,4
BRONI,VIA DANTE ALIGHIERI,65,,45.0592429,9.2632498,4
BRONI,VIA DANTE ALIGHIERI,66,,45.0588892,9.2633189,4
BRONI,VIA DANTE ALIGHIERI,67,,45.0592518,9.2632381,4
BRONI,VIA DANTE ALIGHIERI,68,,45.0588372,9.2633297,4
BRONI,VIA DANTE ALIGHIERI,69,,45.0592343,9.263261,4
BRONI,VIA DANTE ALIGHIERI,70,,45.0589294,9.2633107,4
BRONI,VIA DANTE ALIGHIERI,71,,45.0591991,9.2632919,4
BRONI,VIA DANTE ALIGHIERI,72,,45.0593218,9.2629814,4
BRONI,VIA DANTE ALIGHIERI,72,BIS,45.0593218,9.2629861,4
BRONI,VIA DANTE ALIGHIERI,73,,45.0592257,9.2632722,4
BRONI,VIA DANTE ALIGHIERI,74,,45.0591309,9.2632568,4
BRONI,VIA DANTE ALIGHIERI,75,,45.0591886,9.2632994,4
BRONI,VIA DANTE ALIGHIERI,76,,45.059185,9.2632182,4
BRONI,VIA DANTE ALIGHIERI,77,,45.0592094,9.2632863,4
BRONI,VIA DANTE ALIGHIERI,78,,45.059177,9.263224,4
BRONI,VIA DANTE ALIGHIERI,79,,45.0588818,9.2633975,4
BRONI,VIA DANTE ALIGHIERI,80,,45.0591529,9.2632411,4
BRONI,VIA DANTE ALIGHIERI,81,,45.058823,9.2634096,4
BRONI,VIA DANTE ALIGHIERI,82,,45.0591609,9.2632354,4
BRONI,VIA DANTE ALIGHIERI,83,,45.0586588,9.2634256,4
BRONI,VIA DANTE ALIGHIERI,84,,45.0591207,9.263264,4
BRONI,VIA DANTE ALIGHIERI,84,A,45.0591127,9.2632697,4
BRONI,VIA DANTE ALIGHIERI,85,,45.0586318,9.2634238,4
BRONI,VIA DANTE ALIGHIERI,86,,45.0590871,9.2632801,4
